segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Unnamed: 43,Etiqueta,Vista
0.37,0.4799830317497253,0.366755336523056,-0.311052143573761,0.5208858251571655,0.4085772335529327,-0.1596502810716629,0.4536733031272888,0.4142079055309295,-0.1552310585975647,0.5288862586021423,0.5055393576622009,-0.1019637435674667,0.4460531175136566,0.512454092502594,-0.1038480103015899,0.5063261389732361,0.5824476480484009,-0.005854519084095955,0.4690876305103302,0.5835981369018555,0.005788488779217,0.5038396120071411,0.7204522490501404,0.007468650583177805,0.4722189605236053,0.7235231995582581,0.015969743952155113,0.4856506824493408,0.3453156471252441,-0.3192829310894012,0.5308808982372284,0.6113656014204025,-0.1845493875443935,0.4495868161320686,0.618800014257431,-0.1890263371169567,0.5005976955095927,0.8615840276082357,0.0769079998135566,0.4761535724004109,0.8658007979393005,0.089490565781792,,vertical,frontal
0.4,0.4798288941383362,0.3715196549892425,-0.3322124183177948,0.520636260509491,0.4086391031742096,-0.17969910800457,0.4532917439937591,0.4158287048339844,-0.1708307266235351,0.5288218855857849,0.5051931142807007,-0.1219335123896598,0.445792406797409,0.5132790207862854,-0.1158338040113449,0.5061458945274353,0.581768274307251,-0.005481792613863945,0.4689633846282959,0.5835652947425842,0.0054141446016728,0.5037081837654114,0.7203677296638489,0.007089904509484768,0.4722186625003814,0.7234938144683838,0.012694282457232475,0.4855604171752929,0.3499098509550095,-0.3416559308767318,0.5307281762361526,0.6113721877336502,-0.200242206454277,0.4497635811567306,0.6195231825113297,-0.1966490857303142,0.5005786518255869,0.8614983558654785,0.0764368666956822,0.4762144883473714,0.8655687769254049,0.0881494209170341,,vertical,frontal
0.43,0.4795705378055572,0.3770700097084045,-0.3663186132907867,0.5204340219497681,0.4102949500083923,-0.2151325196027755,0.4528475105762481,0.4171423316001892,-0.1929315477609634,0.5284963846206665,0.5054610371589661,-0.1627807766199112,0.4457736909389496,0.5140720009803772,-0.1316538900136947,0.5060535073280334,0.5795394778251648,-0.005619465839117765,0.4689327776432037,0.582362174987793,0.0055559650063514,0.5037003755569458,0.7198269367218018,-0.0008520660339854658,0.4722262024879455,0.7229855060577393,0.002156826201826334,0.4854282140731811,0.3549393147230148,-0.3771355897188186,0.5303960293531418,0.6122617721557617,-0.2402271330356598,0.4499160423874855,0.6211280524730682,-0.2098818980157375,0.500542571147283,0.8613855838775635,0.065668314617748,0.476262907187144,0.8654298186302185,0.076220537846287,,vertical,frontal
0.47,0.4793602228164673,0.3837552070617676,-0.3852061033248901,0.5202455520629883,0.4124932587146759,-0.2327088415622711,0.4524835050106048,0.4179349839687347,-0.2088542282581329,0.5280453562736511,0.5080334544181824,-0.178577572107315,0.445920318365097,0.516182005405426,-0.1460583955049514,0.5057541131973267,0.5780041813850403,-0.00568279018625617,0.4689164757728576,0.5808334350585938,0.0056208879686892,0.5036987662315369,0.7194446921348572,-0.0007104937685653567,0.4722420573234558,0.7225590348243713,0.0022414750419557095,0.4852003455162048,0.3616557359695435,-0.3980518072843552,0.5289523899555206,0.616930216550827,-0.2515693716704845,0.4501045122742653,0.6249082386493683,-0.2243374660611152,0.5004335741202036,0.8613515297571818,0.0654196592513471,0.4762726922829945,0.8653852740923563,0.0767824084808429,,vertical,frontal
0.5,0.4791306257247925,0.3927935361862182,-0.4067991971969604,0.5197777152061462,0.417625218629837,-0.2491877377033233,0.4522649347782135,0.4232212007045746,-0.2280843555927276,0.5269003510475159,0.5137036442756653,-0.199036419391632,0.4460262656211853,0.5226357579231262,-0.16977559030056,0.5052345395088196,0.5777386426925659,-0.005710899364203215,0.4689235091209411,0.5804237723350525,0.0056486907415091,0.5036750435829163,0.7193155288696289,-0.0015635110903531313,0.4722352921962738,0.7218469381332397,0.0007011426496319473,0.4849770784378052,0.3694066554307937,-0.4197204738855362,0.5272510796785355,0.6222377270460129,-0.272661805152893,0.4508002176880836,0.6293345242738724,-0.2492369301617145,0.5004049440224966,0.8612155119578043,0.064971622157221,0.4763162732124328,0.8651538888613383,0.0766398931543032,,vertical,frontal
0.53,0.478450208902359,0.4034956693649292,-0.4237180650234222,0.519280195236206,0.4221307039260864,-0.2596715986728668,0.4522788524627685,0.4274039566516876,-0.247541919350624,0.5261986255645752,0.5205099582672119,-0.2160824090242386,0.447022020816803,0.5282880663871765,-0.2022191137075424,0.5045249462127686,0.5766529440879822,-0.005632492713630199,0.4688868224620819,0.5794471502304077,0.0055837114341557,0.5036460161209106,0.7187836766242981,-0.008341086097061634,0.4721295833587646,0.7213976979255676,"-4,07E+11",0.484421306848526,0.3816197663545608,-0.4381579786539077,0.5266091376543045,0.6299711465835571,-0.2898317649960518,0.4529311954975128,0.6357819586992264,-0.2877291366457939,0.5004044969876608,0.8611295024553934,0.0522189823289712,0.4762932260831197,0.8650084932645162,0.0701758856885135,,vertical,frontal
0.57,0.4784302711486816,0.4141804277896881,-0.4513609111309051,0.5187422037124634,0.4268129169940948,-0.2780408859252929,0.4517325162887573,0.4352028965950012,-0.2655643820762634,0.5256806015968323,0.525822103023529,-0.2359425574541092,0.4478088021278381,0.5350314378738403,-0.2163576930761337,0.503861129283905,0.5722322463989258,-0.0055866544134914875,0.4688577055931091,0.5756281614303589,0.0055514704436063,0.5036019086837769,0.7169932126998901,-0.014818957075476646,0.472103863954544,0.7203160524368286,-0.005484635941684246,0.4843615144491195,0.3928334474563598,-0.4660474509000778,0.5256650894880295,0.6374970525503159,-0.312855064868927,0.4548471719026565,0.6461714059114456,-0.3007204309105873,0.5004138648509979,0.861027201016744,0.0446002402653296,0.4762842655181885,0.8647448023160299,0.0625931308604776,,vertical,frontal
0.6,0.4778354167938232,0.4275148510932922,-0.4510184824466705,0.5185415148735046,0.4370817244052887,-0.283997893333435,0.4506999254226684,0.443921834230423,-0.2609020173549652,0.5248490571975708,0.5332357287406921,-0.2407863736152649,0.4490578770637512,0.5415173768997192,-0.2005622237920761,0.5038105845451355,0.572836697101593,-0.006962338928133249,0.4690572917461395,0.5752789974212646,0.0069797374308109,0.503607451915741,0.7154852747917175,-0.02108888328075409,0.4720835387706756,0.7198497653007507,-0.008987907320261002,0.4840128690004349,0.406021311879158,-0.4674869686365127,0.5243542045354843,0.6446834355592728,-0.3191832453012466,0.4557313770055771,0.6523976922035217,-0.2831300571560859,0.500561793645223,0.8603242039680481,0.0375111649433771,0.4762034714221954,0.8644169767697653,0.0576541271681586,,vertical,frontal
0.63,0.477858692407608,0.4398540258407593,-0.4618194997310638,0.5185256004333496,0.4448820054531097,-0.2982389032840729,0.4505327343940735,0.451911985874176,-0.2710698544979095,0.5243433713912964,0.5411633849143982,-0.2622976005077362,0.4501594603061676,0.5467458963394165,-0.2140727341175079,0.5037659406661987,0.5712898969650269,-0.008537212386727333,0.4691837131977081,0.5727838277816772,0.0085906898602843,0.5037005543708801,0.7138717174530029,-0.02763867750763893,0.4720257818698883,0.7158238291740417,-0.007578787859529257,0.4840046495199203,0.4191193789243698,-0.4790916800498962,0.5233699828386307,0.6544692814350128,-0.3402913734316826,0.4566184058785438,0.6620176285505295,-0.2973950281739235,0.5008069972197214,0.8594422737757365,0.0301939522226651,0.4760994811852773,0.863665779431661,0.059237307558457,,vertical,frontal
0.67,0.4778673350811004,0.4525826573371887,-0.4689496457576751,0.5176275372505188,0.4552323222160339,-0.3072246313095093,0.4505820274353027,0.4606180787086487,-0.2832757234573364,0.5231518745422363,0.552096962928772,-0.2745756208896637,0.4499915540218353,0.5528553128242493,-0.2339840978384018,0.5032362341880798,0.5714944005012512,-0.008994661271572113,0.4692772328853607,0.5728086233139038,0.0090520633384585,0.5038257241249084,0.7136797308921814,-0.0330897755920887,0.4720253050327301,0.7120673060417175,-0.0104612335562706,0.4838971883058548,0.4339577108621597,-0.4867468416690826,0.5228566080331802,0.6650723218917847,-0.3473754376173019,0.4565078616142273,0.6703370809555054,-0.3167139366269111,0.501073400179545,0.8588660756746928,0.0226570417483647,0.4760115146636963,0.8628069957097372,0.0538291928047935,,inclinandose,frontal
0.7,0.4775601029396057,0.4679804742336273,-0.475428432226181,0.5168716907501221,0.4659654796123504,-0.3115155696868896,0.4506262242794037,0.4688945710659027,-0.2950213551521301,0.5211080312728882,0.5690092444419861,-0.2764690220355987,0.449871301651001,0.5618649125099182,-0.2498848885297775,0.5029268264770508,0.5718057751655579,-0.008838068693876266,0.46938157081604,0.5726636648178101,0.0089109167456626,0.5040000081062317,0.7133244872093201,-0.0441703125834465,0.4728458821773529,0.7100703120231628,-0.022245723754167557,0.4834626168012619,0.4498106777667999,-0.4941166341304779,0.5210344940423965,0.6809185147285461,-0.3411680907011032,0.4587859958410263,0.6781756430864334,-0.3274287357926368,0.50120281179746,0.8586962620417277,0.0035440412660439,0.4758569399515788,0.8624529838562012,0.0301801400880018,,inclinandose,frontal
0.73,0.4775247871875763,0.4819640219211578,-0.4844219386577606,0.5168603658676147,0.4781283736228943,-0.3124107420444488,0.4503794312477112,0.482148677110672,-0.3071100413799286,0.5194340348243713,0.5845505595207214,-0.2775713801383972,0.4499596953392029,0.5815309882164001,-0.2718133330345154,0.5016115307807922,0.5714345574378967,-0.006720709148794413,0.4689145684242248,0.571276843547821,0.0067958859726786,0.5047627687454224,0.7114551067352295,-0.043064918369054794,0.4739285111427307,0.7080796957015991,-0.02535441890358925,0.4832846224308014,0.4652814835309982,-0.502131998538971,0.5198236703872681,0.6946145743131638,-0.3407457396388054,0.4611974433064461,0.6944895088672638,-0.3476811349391937,0.5012014806270599,0.858655571937561,0.0037195769449075,0.4757420519987742,0.8623926639556885,0.0241116881370544,,inclinandose,frontal
0.77,0.4778670072555542,0.4972913861274719,-0.4937617182731628,0.5169108510017395,0.4908404946327209,-0.3158170580863952,0.4503231048583984,0.4951731562614441,-0.3209069669246673,0.519446849822998,0.5946933627128601,-0.2831979393959045,0.4500692784786224,0.5964988470077515,-0.294823944568634,0.5003604292869568,0.5711464285850525,-0.005007757805287838,0.4677276909351349,0.5698893666267395,0.0050710225477814,0.5044767260551453,0.7081015110015869,-0.03845086693763733,0.4747384488582611,0.7085827589035034,-0.019872058182954788,0.4834487438201904,0.4804162740707397,-0.5096351712942123,0.5193049013614655,0.7040011882781982,-0.3461754098534584,0.4620320498943329,0.7044723629951477,-0.3673271909356117,0.5009668072064718,0.8591969013214111,0.0123498116930325,0.4758337438106537,0.8623384038607279,0.0336706427236398,,inclinandose,frontal
0.8,0.4780355989933014,0.5119724869728088,-0.4733488261699676,0.5169293880462646,0.5049613118171692,-0.3067860007286072,0.4503647089004516,0.5069798231124878,-0.3083550333976745,0.5185641646385193,0.6117743253707886,-0.2677950263023376,0.4505921900272369,0.61431884765625,-0.2743191719055176,0.5000112652778625,0.5705669522285461,-0.005062243435531855,0.466545820236206,0.565632164478302,0.0051190285012125,0.5043125748634338,0.7071699500083923,-0.04137609526515007,0.4749334156513214,0.7082173824310303,-0.01760857179760933,0.4836237341165542,0.4954815596342087,-0.4894845128059387,0.5179848372936249,0.7195597589015961,-0.3271848633885383,0.4642591476440429,0.7155239880084991,-0.3357689380645752,0.5002991159756979,0.8593181173006693,-0.0021569660554329,0.4756766359011332,0.8625493248303732,0.0219287015497684,,inclinandose,frontal
0.83,0.4780235886573791,0.5272494554519653,-0.4775689542293548,0.5164352059364319,0.517784595489502,-0.304369181394577,0.4504788517951965,0.5125240683555603,-0.3125996887683868,0.5173937082290649,0.6236068606376648,-0.2557447850704193,0.4506815373897552,0.6222845315933228,-0.2673054337501526,0.4990729987621307,0.5590728521347046,-0.004845154006034136,0.4642911851406097,0.550095796585083,0.0049137733876705,0.502331018447876,0.70098477602005,-0.04556149244308472,0.4747791588306427,0.7034185528755188,-0.0191817507147789,0.4835690587759018,0.5140768527984619,-0.4953023731708527,0.5170810967683792,0.7322291284799576,-0.2981080338358879,0.4646386504173279,0.7256955802440643,-0.3243172690272331,0.4995940029621124,0.8592674136161804,-0.0078183971345424,0.4756963054339091,0.862706204255422,0.0079945027828216,,inclinandose,frontal
0.87,0.4777166545391083,0.5407849550247192,-0.4715458154678345,0.51585853099823,0.529199481010437,-0.3020513355731964,0.4507669806480407,0.5216072201728821,-0.3071548640727997,0.5165345668792725,0.6341636776924133,-0.2529706954956054,0.4515418410301208,0.6287873983383179,-0.2596777379512787,0.4987326860427856,0.5509296655654907,-0.004837119951844215,0.4637139737606048,0.545781672000885,0.0049136355519294,0.4992473423480987,0.6971194744110107,-0.048323146998882294,0.4743176698684692,0.6982754468917847,-0.02294812723994255,0.4834454983472824,0.5277710378170013,-0.4897727996110916,0.5153073221445084,0.7425775974988937,-0.2926376983523369,0.4646429196000099,0.7376970946788788,-0.318294458091259,0.4985068043073018,0.8578926722208658,-0.0130786274870236,0.4751879076162974,0.8624143004417419,0.0034403639535109,,inclinandose,frontal
0.9,0.477921724319458,0.5553733110427856,-0.465111494064331,0.5139829516410828,0.5374210476875305,-0.3005619347095489,0.4512649178504944,0.5364538431167603,-0.3007372915744781,0.5139325857162476,0.6480904221534729,-0.2591387331485748,0.4528721272945404,0.6447784900665283,-0.2556027770042419,0.498295396566391,0.5534528493881226,-0.004810902290046215,0.4634928405284881,0.5475965142250061,0.0048913802020251,0.4986262321472168,0.6981504559516907,-0.058211710304021835,0.474279910326004,0.7002031207084656,-0.02454656921327114,0.483869668841362,0.5433554410934448,-0.4833355009555816,0.5136726647615433,0.7546083182096481,-0.3020122051239013,0.4649724066257477,0.7475343346595764,-0.3159658834338188,0.498383363087972,0.8598104317982992,-0.0272464430114875,0.4750288724899292,0.8629777431488037,-0.0013959500938653,,inclinandose,frontal
0.93,0.4780254662036896,0.5664843320846558,-0.4629181325435638,0.5125536918640137,0.5472623109817505,-0.2988126873970032,0.4519579112529754,0.5444766879081726,-0.296244353055954,0.513121485710144,0.6565563678741455,-0.2555651664733886,0.4537393152713775,0.6542685627937317,-0.2509999275207519,0.4982506334781647,0.5556643009185791,-0.004715959541499615,0.463688313961029,0.5488772988319397,0.0048119747079908,0.4982271492481231,0.6992281675338745,-0.059063781052827835,0.4742795526981354,0.7005123496055603,-0.028367510065436363,0.4838475525379181,0.5546428978443145,-0.4809711158275604,0.5136770159006119,0.7636484950780869,-0.2997876182198524,0.4645950049161911,0.7550553679466248,-0.3104798346757889,0.4977793892224629,0.8616462349891663,-0.0278197043420126,0.4751804172992706,0.8648550709088644,-0.0042860222359498,,inclinandose,frontal
0.97,0.4778142273426056,0.5787414312362671,-0.4511798918247223,0.51237553358078,0.5591790676116943,-0.2970596849918365,0.4527207016944885,0.5533588528633118,-0.2892369925975799,0.5129399299621582,0.6663884520530701,-0.2538979053497314,0.4545153379440307,0.6573898792266846,-0.2349408715963363,0.4979672431945801,0.5576795935630798,-0.0042678299359977245,0.4634464085102081,0.5525725483894348,0.0043789292685687,0.4973150789737701,0.6980306506156921,-0.060162611305713654,0.4742218852043152,0.6975571513175964,-0.03854476660490036,0.4838131189346313,0.5671718537807464,-0.4704489737749099,0.513034999370575,0.7715439945459366,-0.2989090830087662,0.4647014588117599,0.7619867026805878,-0.2911128997802734,0.4976272284984588,0.8605857094128927,-0.0331755629352604,0.4753911892573039,0.8653659820556641,-0.0176814055691162,,inclinandose,frontal
1.0,0.4775940477848053,0.583626925945282,-0.4563787877559662,0.5118485689163208,0.5623555779457092,-0.3031364381313324,0.4527263641357422,0.5608731508255005,-0.2936815917491913,0.5128330588340759,0.6680898666381836,-0.2672908306121826,0.4544754326343536,0.6620103120803833,-0.2443337887525558,0.4982010424137115,0.558905839920044,-0.00427956273779273,0.4635250866413116,0.554377019405365,0.0043896278366446,0.4971398115158081,0.6987653970718384,-0.06525452435016632,0.4735816717147827,0.6972433924674988,-0.04120783880352974,0.4833201169967651,0.5739121556282043,-0.4757456868886948,0.5127781927585602,0.7764404863119125,-0.3170959800481796,0.4647274017333984,0.7700998485088348,-0.2959635630249977,0.4976381460825602,0.8617851535479227,-0.0380980822568138,0.4756114383538564,0.8655738234519958,-0.0153786800801754,,inclinandose,frontal
1.03,0.4768390357494354,0.585736095905304,-0.4701526463031769,0.5111755132675171,0.5643541812896729,-0.3150201737880707,0.4526922106742859,0.5651772022247314,-0.3020380735397339,0.5112974643707275,0.6701334714889526,-0.2779474854469299,0.4546965062618255,0.6649221777915955,-0.2502491474151611,0.4990908205509186,0.5582369565963745,-0.004330859985202551,0.4635651111602783,0.5533055663108826,0.0044459556229412,0.4972790777683258,0.6991631388664246,-0.05910947546362877,0.4729454815387726,0.6968955993652344,-0.036538008600473404,0.482019293308258,0.5789217948913574,-0.4897298187017441,0.511790856719017,0.7790357321500778,-0.3214211240410805,0.4646144509315491,0.7734863609075546,-0.2986412420868873,0.4977363546689351,0.8622974753379822,-0.0260205060864488,0.475543349981308,0.8653730352719625,-0.0046505158146222,,inclinandose,frontal
1.07,0.4764457643032074,0.5909945964813232,-0.4626580476760864,0.5109094381332397,0.5712518692016602,-0.3093583583831787,0.4526755809783935,0.5714433789253235,-0.2998678386211395,0.5101355314254761,0.6709943413734436,-0.263483464717865,0.4558677077293396,0.6674415469169617,-0.2365625500679016,0.4991059601306915,0.5584943294525146,-0.0035232347436249256,0.4636224210262298,0.5529003739356995,0.0036361895035952,0.4974769055843353,0.6993244290351868,-0.05514103174209595,0.4717556238174438,0.6970622539520264,-0.03418556973338127,0.4813851952552795,0.5847734272480011,-0.4818924635648727,0.5114436745643616,0.778472974896431,-0.2899123504757881,0.4645221158862114,0.7776968330144882,-0.2807687371969223,0.4977433085441589,0.8620907465616862,-0.0235347083459297,0.4753232399622599,0.8641816775004069,-0.000337033222119,,inclinandose,frontal
1.1,0.476321816444397,0.5931928157806396,-0.4719814360141754,0.5106784701347351,0.5739287734031677,-0.3145243525505066,0.4526597857475281,0.5737699270248413,-0.3065427243709564,0.509736180305481,0.6779899001121521,-0.2683136463165283,0.4563057720661163,0.6681690812110901,-0.2503686845302582,0.4991347789764404,0.5587259531021118,-0.0030464145820587873,0.4636942744255066,0.5529102683067322,0.0031657218933105,0.4975984990596771,0.6994491219520569,-0.04629245400428772,0.4716910123825073,0.697303056716919,-0.02876017987728119,0.4811757206916809,0.5868289053440094,-0.4913890242576599,0.5114444643259048,0.7799084186553955,-0.293505847454071,0.4644182026386261,0.7803124487400055,-0.2834982126951217,0.4972262680530548,0.8617987235387167,0.0014926008880138,0.4754561285177867,0.8621211846669515,0.0167616692682107,,inclinandose,frontal
