segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Unnamed: 43,Etiqueta,Vista
0.37,0.5251796245574951,0.2844193577766418,-0.099649041891098,0.5560299754142761,0.3485794365406036,-0.2444905489683151,0.5523403882980347,0.3508119881153106,0.0507894679903984,0.5487255454063416,0.4750489592552185,-0.260968416929245,0.5486447215080261,0.4717558026313782,0.0826141163706779,0.5539230704307556,0.5673336386680603,-0.0887864455580711,0.5508108139038086,0.5650607943534851,0.0886861681938171,0.5551042556762695,0.7174871563911438,-0.0198605377227067,0.5495503544807434,0.7140023112297058,0.1623633801937103,0.5294726431369782,0.2603799849748611,-0.1271606292575597,0.5340541303157806,0.6024831980466843,-0.235217448323965,0.5403126180171967,0.591132640838623,0.0206808759248815,0.5500736435254415,0.8868572314580282,0.042491581911842,0.5519992113113403,0.8611701130867004,0.2559634298086166,,vertical,lateral
0.4,0.5245688557624817,0.2842912971973419,-0.099770076572895,0.5555869340896606,0.3485934138298034,-0.2435767650604248,0.5522395372390747,0.3508350253105163,0.0502880848944187,0.5487361550331116,0.4750969707965851,-0.260319322347641,0.5487522482872009,0.4719642400741577,0.0825255140662193,0.5537833571434021,0.5673609972000122,-0.0887110829353332,0.550792396068573,0.5649491548538208,0.0886116549372673,0.5552210807800293,0.7176609039306641,-0.0199400261044502,0.5494498610496521,0.7140988707542419,0.1615942120552063,0.5289107918739319,0.2603591650724411,-0.1271544653922319,0.5351310968399048,0.6025132685899734,-0.2366639338433742,0.5414621531963348,0.5911137163639069,0.0204844601685181,0.5501450101534525,0.8868217666943868,0.0417055884997049,0.5518818497657776,0.8609025875727335,0.2545323818922043,,vertical,lateral
0.43,0.5240545272827148,0.2841211557388305,-0.0991832986474037,0.5550622344017029,0.3485914766788482,-0.2419978231191635,0.552031397819519,0.3509199023246765,0.0499578304588794,0.5487449765205383,0.4751079976558685,-0.2593526542186737,0.5487766861915588,0.472200334072113,0.0825113952159881,0.5536873936653137,0.5673069357872009,-0.0886170715093612,0.5508305430412292,0.5646131038665771,0.0885195732116699,0.5553078651428223,0.717765748500824,-0.0201880279928445,0.5493376851081848,0.7140196561813354,0.1604932993650436,0.5284505605697631,0.2603339076042175,-0.1263737440109253,0.5361958593130112,0.6028858870267868,-0.2378374971449375,0.542486846446991,0.5911424905061722,0.0204856479540467,0.5501603285471598,0.8867547114690145,0.0392308697725335,0.5518174568812052,0.8602959911028544,0.2518037011226018,,vertical,lateral
0.47,0.5236643552780151,0.2841047942638397,-0.0988454669713974,0.5544942617416382,0.3485942780971527,-0.2418121844530105,0.5519963502883911,0.3509505093097687,0.0498091988265514,0.5487523078918457,0.475189745426178,-0.2592951655387878,0.5490056276321411,0.4725333750247955,0.0825196728110313,0.5535740256309509,0.5673102140426636,-0.0885572582483291,0.5510669350624084,0.5644593834877014,0.0884604156017303,0.5553671717643738,0.7181354761123657,-0.0200675372034311,0.5492485165596008,0.714099109172821,0.1602401882410049,0.5280294239521026,0.2603547930717468,-0.1259269773960113,0.5367714315652847,0.6033252030611038,-0.2383684031665325,0.5432942658662796,0.5912611484527588,0.0208019173587672,0.5501509507497152,0.8866711457570394,0.0393664687871933,0.5517325202624003,0.8596049348513285,0.2522921462853749,,vertical,lateral
0.5,0.5232536196708679,0.2841103374958038,-0.0985163450241088,0.5537473559379578,0.3485940098762512,-0.2420488446950912,0.5519822835922241,0.3509643673896789,0.0498115606606006,0.5487332344055176,0.4752717018127441,-0.2596786320209503,0.5492996573448181,0.4726877808570862,0.0825944542884826,0.5533494353294373,0.5672997236251831,-0.0885585695505142,0.5514227747917175,0.5643380284309387,0.0884614810347557,0.5554097294807434,0.7183151245117188,-0.0198302883654832,0.5491616725921631,0.7140495181083679,0.1613526046276092,0.5275300681591034,0.2604162037372589,-0.125511410087347,0.536935955286026,0.603613018989563,-0.2387654297053814,0.5439048260450363,0.5914204269647598,0.0215607157442718,0.5501403411229452,0.8866104483604431,0.0394358709454536,0.5516393184661865,0.8586409489313761,0.2548211713631947,,vertical,lateral
0.53,0.5229058265686035,0.284134954214096,-0.0986949428915977,0.5532721877098083,0.3486022353172302,-0.24245385825634,0.5519750118255615,0.3509748578071594,0.0497126318514347,0.5487184524536133,0.4753653407096863,-0.2602015733718872,0.5496020317077637,0.4728390574455261,0.0825376138091087,0.5532501935958862,0.5673061609268188,-0.0885589644312858,0.5516267418861389,0.5643265843391418,0.0884615629911422,0.5554459691047668,0.7184650301933289,-0.0190841890871524,0.5490477681159973,0.7140310406684875,0.1620354950428009,0.5270976960659027,0.260480585694313,-0.1256830226629972,0.5370287895202637,0.6037711948156357,-0.2390045635402202,0.5442680865526199,0.5915025621652603,0.0214775055646896,0.5501282016436259,0.8865997592608134,0.0409010878453652,0.5516159137090048,0.857809046904246,0.2560466776291529,,vertical,lateral
0.57,0.5225434899330139,0.2841324210166931,-0.0989694520831108,0.553122878074646,0.3486791849136352,-0.2429310083389282,0.5519298315048218,0.3510727286338806,0.0495952628552913,0.5487082600593567,0.4753786027431488,-0.2607230246067047,0.5496585965156555,0.4728752672672272,0.0823821499943733,0.5531386733055115,0.5673109889030457,-0.0885259136557579,0.5516257882118225,0.5643205642700195,0.0884273424744606,0.5554630756378174,0.7185834646224976,-0.0173703413456678,0.5489875674247742,0.7140101194381714,0.1624355167150497,0.5267267644405365,0.2604910492897033,-0.1260515425354242,0.5368712991476059,0.6037784963846207,-0.2391003407537937,0.5442194193601608,0.5915376991033554,0.021420772653073,0.5501277248064677,0.8865967790285746,0.0448777393127481,0.5516015887260437,0.8575728138287863,0.2567734668652217,,vertical,lateral
0.6,0.5221525430679321,0.2840905785560608,-0.0981136709451675,0.552939236164093,0.3486210405826568,-0.242268368601799,0.5518612265586853,0.3510846197605133,0.0499664433300495,0.5486565232276917,0.475392997264862,-0.2602159976959228,0.5496559143066406,0.4729011356830597,0.0827199444174766,0.5529611110687256,0.5672999620437622,-0.0884710326790809,0.5516172051429749,0.5643226504325867,0.0883707925677299,0.555473268032074,0.7187346816062927,-0.0165764074772596,0.5489442944526672,0.7139843702316284,0.16103295981884,0.5263499081134796,0.2604818761348724,-0.1251124575734138,0.5367537289857864,0.6037310212850571,-0.2389145605266094,0.5440765172243118,0.591638833284378,0.0217453903751447,0.5501219431559244,0.8866567611694336,0.0461944913646827,0.5515610774358114,0.8575613300005595,0.2544649988412857,,vertical,lateral
0.63,0.5216793417930603,0.2840567529201507,-0.0971601754426956,0.5527330040931702,0.3486041128635406,-0.2417600452899933,0.5517985224723816,0.3510898053646087,0.0505799315869808,0.5485532879829407,0.4754063189029693,-0.259767472743988,0.5496416687965393,0.4729109406471252,0.083130843937397,0.5528291463851929,0.5672914385795593,-0.0884682610630989,0.5516108274459839,0.5643215775489807,0.0883675143122673,0.5554779171943665,0.7187647223472595,-0.0167387779802083,0.548905611038208,0.7139577269554138,0.1606278866529464,0.525922417640686,0.2604695916175842,-0.1241526652127504,0.5366136133670807,0.6036852300167084,-0.2384981177747249,0.543940931558609,0.5918287634849548,0.0219858377240598,0.55011914173762,0.886756161848704,0.045480065823843,0.551547626654307,0.8575833439826965,0.2538807888825734,,vertical,lateral
0.67,0.5209136605262756,0.2839455902576446,-0.0971973240375518,0.552451491355896,0.3485971093177795,-0.2420911639928817,0.5516529083251953,0.3510987162590027,0.0505502894520759,0.5484442710876465,0.4755376875400543,-0.2599363923072815,0.5496161580085754,0.4730971753597259,0.0830701813101768,0.5526897311210632,0.5672933459281921,-0.0885410904884338,0.551499605178833,0.5643215775489807,0.0884385257959365,0.5554772615432739,0.7187774181365967,-0.0169071648269891,0.5488067269325256,0.7138975858688354,0.1615582704544067,0.5253404915332794,0.2603982418775558,-0.1242592107504606,0.5362280756235123,0.603687047958374,-0.2387418672442436,0.5433248281478882,0.5920887589454651,0.0216071265749633,0.5501200358072916,0.8868531187375387,0.0450871883270641,0.5515368183453878,0.8574930826822916,0.2572911729415257,,vertical,lateral
0.7,0.5203384160995483,0.2839163839817047,-0.0978467985987663,0.5520675778388977,0.3486173748970032,-0.2435699105262756,0.5512277483940125,0.3511438369750976,0.0504805967211723,0.5483747720718384,0.4756257832050323,-0.2610476016998291,0.5494874119758606,0.473130315542221,0.0831521600484848,0.5526597499847412,0.5674638152122498,-0.0888533145189285,0.5512990951538086,0.5645298361778259,0.0887486413121223,0.5554746985435486,0.7187817692756653,-0.0165800005197525,0.5487242937088013,0.713573157787323,0.1661620885133743,0.524822610616684,0.2603829741477966,-0.1249017689377069,0.5353653132915497,0.6035448759794235,-0.2387973591685295,0.5422679781913757,0.5920121520757675,0.021449658088386,0.5501291950543722,0.8869059483210245,0.0468506116109589,0.5515082677205404,0.8567158977190653,0.2664477427800496,,vertical,lateral
0.73,0.5197006464004517,0.2838970422744751,-0.0977652594447135,0.5515323281288147,0.3486213982105255,-0.2440497875213623,0.5507242679595947,0.3511675894260406,0.0521448776125907,0.5482558608055115,0.4756355285644531,-0.2620228826999664,0.54942786693573,0.4730634987354278,0.0850552543997764,0.552667498588562,0.5674712061882019,-0.0892296805977821,0.5513017177581787,0.5645351409912109,0.0891204178333282,0.5554900169372559,0.7187873721122742,-0.0162431132048368,0.5487205982208252,0.7134563326835632,0.1668282300233841,0.5242720425128937,0.2603787839412689,-0.1247724771499633,0.5347191095352173,0.603410929441452,-0.2388834357261657,0.5415487736463547,0.5919276624917984,0.0223276448668912,0.5501359303792318,0.8869450887044271,0.0479394247910628,0.5514518221219381,0.8564044038454691,0.2661957790454228,,vertical,lateral
0.77,0.5191007852554321,0.2838902175426483,-0.0970426052808761,0.5512044429779053,0.3486347794532776,-0.2439960092306137,0.5502074956893921,0.3512177765369415,0.0530343912541866,0.5478503108024597,0.4756808280944824,-0.2619472146034241,0.5487427711486816,0.4730424880981445,0.085767425596714,0.55265873670578,0.5674740076065063,-0.0893429741263389,0.5512980222702026,0.5645440816879272,0.0892306640744209,0.5554898977279663,0.7187706828117371,-0.0162269622087478,0.5486863851547241,0.7134140133857727,0.1657329797744751,0.5236916303634643,0.2603847563266754,-0.1240561477839946,0.5337179452180862,0.6036428809165955,-0.2381202317774295,0.5401627123355865,0.5923746079206467,0.0229622602928429,0.5501591165860494,0.887122392654419,0.0482610606898864,0.551394522190094,0.8565513094266256,0.2626986553271611,,vertical,lateral
0.8,0.5185048580169678,0.2839560508728027,-0.0953782945871353,0.550588846206665,0.3486529588699341,-0.2434875667095184,0.5498982667922974,0.3512293994426727,0.0544241480529308,0.5470937490463257,0.4758068025112152,-0.2618190050125122,0.5481786727905273,0.4730413258075714,0.0865771919488906,0.5524871945381165,0.5674960613250732,-0.0893857851624488,0.5512952208518982,0.564693808555603,0.0892727971076965,0.5554481744766235,0.7187628149986267,-0.0162674039602279,0.5486798286437988,0.7133945822715759,0.1642767339944839,0.5228872299194336,0.2604871243238449,-0.1223374959081411,0.5324052274227142,0.603982999920845,-0.2375529371201992,0.5390674471855164,0.5932220369577408,0.0235161952441558,0.5501282215118408,0.8871462146441141,0.0482521986899276,0.5513483087221781,0.856732706228892,0.2587065498034159,,vertical,lateral
0.83,0.518135130405426,0.2839689254760742,-0.0947368294000625,0.5501524209976196,0.3486498594284057,-0.2434910982847213,0.5496561527252197,0.3512354493141174,0.054785918444395,0.5466454029083252,0.4758179485797882,-0.2619666159152984,0.5478171706199646,0.472664326429367,0.0865120887756347,0.5523045659065247,0.5674455165863037,-0.0894640013575553,0.5513056516647339,0.5647196173667908,0.0893495678901672,0.5554203987121582,0.7186899781227112,-0.0162041820585727,0.548695981502533,0.7133734226226807,0.1640566885471344,0.5223094701766968,0.2605252206325531,-0.1217048782855272,0.5304280817508698,0.6040129363536835,-0.2375902496278286,0.5381050109863281,0.593593642115593,0.0234196918318048,0.5501187046368917,0.8871029019355774,0.0488817768443065,0.5513351559638977,0.8568236827850342,0.2581913669904073,,vertical,lateral
0.87,0.5177148580551147,0.2841033339500427,-0.0907149836421012,0.5496581792831421,0.3486046493053436,-0.2399797588586807,0.549149215221405,0.3512428104877472,0.0565846152603626,0.5461353063583374,0.475652128458023,-0.2583345770835876,0.5473167300224304,0.4722362160682678,0.0869263410568237,0.5522540211677551,0.5673931241035461,-0.0893408730626106,0.5512940287590027,0.5647926926612854,0.0892263278365135,0.5553961992263794,0.7185992002487183,-0.0163185726851224,0.5486922860145569,0.7134255766868591,0.1603482067584991,0.5217677593231201,0.260665288567543,-0.1173675905913114,0.5292662531137466,0.6037676334381104,-0.2306778952479362,0.5370235741138458,0.5937350988388062,0.0239252791507169,0.5501018563906351,0.8870479861895243,0.048142184173533,0.5512805581092834,0.8573095798492432,0.2504794845978419,,vertical,lateral
0.9,0.5168476700782776,0.284157782793045,-0.0905984044075012,0.5489749908447266,0.3485233187675476,-0.2399428039789199,0.5480883121490479,0.3513080775737762,0.0572558939456939,0.5459138751029968,0.4755809009075165,-0.2579379677772522,0.5466755628585815,0.4721664190292358,0.0869623571634292,0.5522485971450806,0.5676281452178955,-0.089397057890892,0.5511380434036255,0.5656301975250244,0.089281253516674,0.5553981065750122,0.7185990214347839,-0.016330812126398,0.5486875176429749,0.7136779427528381,0.1606727689504623,0.5207936465740204,0.2607520222663879,-0.1171774957329034,0.5278597474098206,0.6034233272075653,-0.2290743477642536,0.535036489367485,0.5937979966402054,0.0238489648327231,0.5500874718030294,0.8870282967885336,0.0476558992716794,0.5511165459950765,0.857293168703715,0.2515330463647842,,vertical,lateral
0.93,0.5159276127815247,0.2841558456420898,-0.091303527355194,0.5486182570457458,0.3484514355659485,-0.2405436784029007,0.546825110912323,0.3513502776622772,0.0571958981454372,0.5456882119178772,0.4755692481994629,-0.2582774460315704,0.5456643104553223,0.472173124551773,0.0864933282136917,0.5522992610931396,0.5681414008140564,-0.0894475355744361,0.5508425831794739,0.5668784976005554,0.0893305316567421,0.5555554032325745,0.7187617421150208,-0.0163617581129074,0.5488057732582092,0.7149126529693604,0.1651750057935714,0.519817566871643,0.26076720058918,-0.1176122337579727,0.5264641344547272,0.6034792810678482,-0.2299961932003498,0.5327445417642593,0.5942071229219437,0.022805887972936,0.5501281023025513,0.8870816230773926,0.0474393679372345,0.5508730014165243,0.858271578947703,0.2620365719000498,,vertical,lateral
0.97,0.5143612027168274,0.2840676605701446,-0.0936857685446739,0.5480454564094543,0.3479650318622589,-0.2416764348745346,0.5457376837730408,0.3511315584182739,0.0559443645179271,0.5454344749450684,0.4754632711410522,-0.2588781714439392,0.5450932383537292,0.4721247851848602,0.0852488949894905,0.5523032546043396,0.5685994625091553,-0.0894028469920158,0.5507639050483704,0.5677314400672913,0.0892855450510978,0.555553138256073,0.7190507054328918,-0.0161901526153087,0.5492039322853088,0.7159808874130249,0.1656134128570556,0.5181933581829071,0.2607577562332153,-0.120066737383604,0.525436669588089,0.6035701632499695,-0.2307645045220852,0.5317332595586777,0.5946263670921326,0.0205206533428281,0.5500426888465881,0.8871339758237203,0.0479565676844989,0.5508413712183634,0.8597112496693929,0.261714701851209,,vertical,lateral
1.0,0.5131369829177856,0.2855557799339294,-0.093909278512001,0.5473816394805908,0.3476461768150329,-0.2418995797634124,0.5450131893157959,0.3509127795696258,0.0555888712406158,0.5452085733413696,0.4753327071666717,-0.2604973316192627,0.5449610352516174,0.4713582992553711,0.0851147398352623,0.5525159239768982,0.5685688853263855,-0.0892748013138771,0.5509055852890015,0.5677129030227661,0.0891592726111412,0.5555522441864014,0.7191020250320435,-0.016257943585515,0.5496214032173157,0.7159385085105896,0.1666091680526733,0.5165397167205811,0.2625571519136428,-0.1201740141957998,0.5249661207199097,0.6034078896045685,-0.2321880832314491,0.5317758619785309,0.5934851914644241,0.020619076443836,0.5499857266743978,0.8872474829355875,0.0458432911739995,0.5506822864214579,0.8598735531171163,0.262522354722023,,vertical,lateral
1.03,0.5121843218803406,0.2890547215938568,-0.0924852862954139,0.5463466644287109,0.3474281132221222,-0.2412981837987899,0.5447269082069397,0.3502319157123565,0.0554156564176082,0.5444844961166382,0.4752113223075866,-0.2603428065776825,0.545018196105957,0.4695210754871368,0.0849365144968032,0.55332350730896,0.5681585073471069,-0.0891456305980682,0.5513735413551331,0.567146360874176,0.0890306681394577,0.5555368065834045,0.7185968160629272,-0.0162696167826652,0.5502732396125793,0.7155272960662842,0.1677942872047424,0.5148681402206421,0.2658825546503067,-0.1184852257370948,0.5248124599456787,0.6033250689506531,-0.2293979711830616,0.5323137491941452,0.5886975824832916,0.0242853327654302,0.550041139125824,0.8868380586306254,0.0449693313178916,0.5502673387527466,0.8600077430407206,0.2637710819641749,,vertical,lateral
1.07,0.5112465620040894,0.2920522391796112,-0.0918205305933952,0.5454990267753601,0.3472925722599029,-0.2413801997900009,0.5441017746925354,0.3498758375644684,0.0556009598076343,0.543973445892334,0.4748913049697876,-0.2618352770805359,0.545049786567688,0.4683732986450195,0.0853514671325683,0.5544537901878357,0.5673811435699463,-0.0894276723265647,0.5516313910484314,0.5664779543876648,0.0893134772777557,0.5555607676506042,0.7185158133506775,-0.0199279598891735,0.5507264137268066,0.7145450115203857,0.1744416207075119,0.5133013486862182,0.2687638133764267,-0.1178504828363657,0.5248378962278366,0.6031032055616379,-0.2298598550260067,0.5326780825853348,0.58597731590271,0.0278532111551612,0.5500147342681885,0.8867392142613729,0.0332398119693001,0.5500568151473999,0.8593902985254923,0.2754427194595337,,vertical,lateral
1.1,0.5092617869377136,0.2949137985706329,-0.0861038789153099,0.5445587038993835,0.3471905291080475,-0.2389678955078125,0.5430601239204407,0.3498805463314056,0.0593728236854076,0.5437248945236206,0.4736654460430145,-0.2618022561073303,0.5450612306594849,0.4678506255149841,0.0890087038278579,0.5550187826156616,0.5657857656478882,-0.0894349440932273,0.5519604086875916,0.5651509165763855,0.0893216058611869,0.5555198788642883,0.7167371511459351,-0.0231717750430107,0.5514521598815918,0.7135589122772217,0.1676201522350311,0.5106070935726166,0.2715192645788192,-0.1121016480028629,0.5248448252677917,0.6028195321559906,-0.2296323888003826,0.5330244451761246,0.5859108865261078,0.0329403993673622,0.5498231053352356,0.8868476947148641,0.0295456169794003,0.5502423246701559,0.8605152368545532,0.2553268124659856,,vertical,lateral
