segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Vista
0.37;0.5115450024604797;0.3046253025531769;-0.10285869985818863;0.48980170488357544;0.36310356855392456;0.06612894684076309;0.48954081535339355;0.360849529504776;-0.21023431420326233;0.4886404871940613;0.46768757700920105;0.08715023100376129;0.49172070622444153;0.4726142883300781;-0.2386009693145752;0.48698142170906067;0.5425034761428833;0.08535895496606827;0.4908573627471924;0.5422511696815491;-0.08539968729019165;0.49158838391304016;0.6830711960792542;0.1043306216597557;0.49134087562561035;0.6863899827003479;-0.06506487727165222;0.5085340440273285;0.2837654083967209;-0.09145312290638685;0.5034030228853226;0.5726622641086578;0.03189635509625077;0.5155716389417648;0.5781900882720947;-0.23653912171721458;0.49316661556561786;0.8291017810503641;0.15359623978535333;0.49378399054209393;0.8504401246706644;-0.03911906760185957;;lateral
0.4;0.5115957260131836;0.3045383393764496;-0.10257841646671295;0.48971766233444214;0.36310064792633057;0.06677045673131943;0.4895356595516205;0.3608506917953491;-0.21012991666793823;0.48841923475265503;0.46769610047340393;0.08774107694625854;0.4917197823524475;0.472610205411911;-0.23854678869247437;0.4865838885307312;0.5423416495323181;0.08544036000967026;0.4907005727291107;0.542059600353241;-0.08548086881637573;0.49152615666389465;0.6830491423606873;0.10427983105182648;0.49127694964408875;0.6860350370407104;-0.0651538074016571;0.508584076166153;0.2836452066898346;-0.09116105511784553;0.5029580071568489;0.5741889476776123;0.03273214306682348;0.5153856873512268;0.578328087925911;-0.23604298755526543;0.4931214948495229;0.8293330272038778;0.15451339383920035;0.4937443931897481;0.8504608074824015;-0.040257648254434265;;lateral
0.43;0.5117477774620056;0.30454155802726746;-0.1010235846042633;0.4896908104419708;0.36308664083480835;0.06739886850118637;0.48956701159477234;0.3608688414096832;-0.2084958404302597;0.4880199432373047;0.46769580245018005;0.0882558524608612;0.4922349750995636;0.4726201593875885;-0.23620247840881348;0.4862186908721924;0.5421925783157349;0.0854913592338562;0.4906184673309326;0.5419183969497681;-0.08553139120340347;0.49118873476982117;0.6828321814537048;0.10421676188707352;0.4912565052509308;0.6857145428657532;-0.06536480784416199;0.5088100075721741;0.28359411656856537;-0.08924211729317903;0.5022932812571526;0.5750876516103745;0.03322690771892667;0.515400156378746;0.5786911994218826;-0.23092680051922798;0.49296186367670697;0.8293803930282593;0.15473778049151102;0.4937175412972768;0.8504384557406107;-0.04115147143602371;;lateral
0.47;0.5124945044517517;0.30454400181770325;-0.09497088938951492;0.48970523476600647;0.36305007338523865;0.0735885351896286;0.4904627799987793;0.3603544235229492;-0.20329448580741882;0.4871779680252075;0.4676610231399536;0.09026245772838593;0.49231985211372375;0.4716044068336487;-0.23162439465522766;0.48538461327552795;0.5414283275604248;0.08608034253120422;0.4905419647693634;0.540920078754425;-0.08612215518951416;0.49058857560157776;0.6823378205299377;0.10406540334224701;0.4911820888519287;0.6850826144218445;-0.06553159654140472;0.509620314836502;0.2835645467042923;-0.0828039413318038;0.5018118470907211;0.5750917047262192;0.036578149534761906;0.5154449641704559;0.5783587545156479;-0.22490478679537773;0.49287038048108417;0.8293701807657877;0.1516448309024175;0.4937177697817485;0.8503343264261881;-0.041776336108644806;;lateral
0.5;0.5140506625175476;0.30453112721443176;-0.09555478394031525;0.48984235525131226;0.3628227412700653;0.07390608638525009;0.4916968047618866;0.35985228419303894;-0.20389090478420258;0.4870572090148926;0.4671750068664551;0.09052889049053192;0.4928285777568817;0.4709603488445282;-0.2326383888721466;0.48475193977355957;0.5402459502220154;0.08630217611789703;0.4902694523334503;0.539714515209198;-0.08634648472070694;0.49003374576568604;0.6806402206420898;0.10317637026309967;0.49071773886680603;0.683663010597229;-0.06555213034152985;0.5111492931842804;0.2835418701171875;-0.08351128883659839;0.501902274787426;0.572966068983078;0.03805297985672951;0.5155327916145325;0.5783152282238007;-0.22673387080430984;0.492811381816864;0.8293223182360331;0.14870858689149222;0.4936533470948537;0.8501429955164591;-0.042051141460736595;;lateral
0.53;0.5161350965499878;0.3047531843185425;-0.08725812286138535;0.4899292290210724;0.3615400493144989;0.08171342313289642;0.4931860566139221;0.35889244079589844;-0.1962146759033203;0.4870520830154419;0.4656597673892975;0.09463593363761902;0.49344512820243835;0.4689294099807739;-0.22547300159931183;0.4834149479866028;0.5379201769828796;0.08716461062431335;0.4895275831222534;0.5382333397865295;-0.08721805363893509;0.48894184827804565;0.6789184212684631;0.10276742279529572;0.4898998439311981;0.6826447248458862;-0.0665823295712471;0.5133873701095581;0.28403771817684176;-0.0747373596765101;0.5019876882433891;0.5655985623598099;0.04246923141181469;0.5155115723609924;0.5780662894248962;-0.21717235818505287;0.49272655447324115;0.8289290070533752;0.14204419404268265;0.49366910258928937;0.8493063449859619;-0.04766295664012432;;lateral
0.57;0.5198285579681396;0.3048896789550781;-0.08616925776004791;0.49125754833221436;0.36005622148513794;0.08236924558877945;0.49608349800109863;0.3583817780017853;-0.19370543956756592;0.4874417781829834;0.46566760540008545;0.09454509615898132;0.4950345456600189;0.4689488708972931;-0.21994219720363617;0.48234137892723083;0.5371416211128235;0.08777788281440735;0.4887884855270386;0.5380481481552124;-0.08782949298620224;0.487779825925827;0.6782304048538208;0.10852856189012527;0.4895097017288208;0.6826385259628296;-0.06165105104446411;0.5173683583736419;0.2843912422657013;-0.07327976832166314;0.501715250313282;0.5619707256555557;0.04157157428562641;0.5156162828207016;0.5785767287015915;-0.20327679812908173;0.4926162362098694;0.8273866772651672;0.14696314930915833;0.4936885933081309;0.84856649239858;-0.034817627941568695;;lateral
0.6;0.5230804085731506;0.30678609013557434;-0.08103378862142563;0.492664635181427;0.35930734872817993;0.0885961726307869;0.49816983938217163;0.3579536974430084;-0.18944549560546875;0.4876284599304199;0.4643695056438446;0.09849974513053894;0.4956914484500885;0.4681118130683899;-0.2178090512752533;0.47982269525527954;0.5354715585708618;0.08857017010450363;0.4866228997707367;0.5368726849555969;-0.08862479776144028;0.4865058958530426;0.6780414581298828;0.10839840024709702;0.48878148198127747;0.6826696395874023;-0.06216292083263397;0.5207977414131164;0.28645904660224913;-0.06812796629965305;0.5003232434391975;0.5583264380693436;0.045328954234719276;0.514237254858017;0.5782601833343506;-0.20587555691599846;0.49246636033058167;0.8269455432891846;0.1456272006034851;0.4937390089035034;0.8478543361028036;-0.041633300483226776;;lateral
0.63;0.5272157192230225;0.3113711476325989;-0.08238832652568817;0.4938322901725769;0.35916319489479065;0.08866973966360092;0.5007106065750122;0.3580092191696167;-0.19128510355949402;0.4880135953426361;0.463803768157959;0.09803640842437744;0.4973464906215668;0.468161940574646;-0.21861997246742249;0.47649523615837097;0.5353242754936218;0.08974004536867142;0.48299917578697205;0.5367780327796936;-0.0897943452000618;0.4841160178184509;0.6780746579170227;0.11437910050153732;0.4874795079231262;0.683346152305603;-0.06148841604590416;0.5251638531684876;0.29010668098926545;-0.0691867130342871;0.5002379864454269;0.5580670982599258;0.04446714464575052;0.5137526988983154;0.5782628059387207;-0.20339464023709297;0.49177102247873944;0.8267367084821066;0.1562974452972412;0.4938147962093353;0.8474957148234049;-0.04029395990073681;;lateral
0.67;0.5301581025123596;0.3187396824359894;-0.08144483715295792;0.4953152537345886;0.35934048891067505;0.08919458836317062;0.5030360221862793;0.35886943340301514;-0.1901368349790573;0.48801133036613464;0.4628610610961914;0.09791605174541473;0.4979504942893982;0.4678115248680115;-0.2146446853876114;0.4729364216327667;0.5346705317497253;0.09051467478275299;0.4791346788406372;0.536638081073761;-0.09056629240512848;0.48217159509658813;0.678429365158081;0.12267442792654037;0.48528480529785156;0.6839112639427185;-0.05565565824508667;0.5289602518081665;0.2968358337879181;-0.06807647338137031;0.4994681030511856;0.5583188980817795;0.040192109532654285;0.5115632116794586;0.5773792564868927;-0.18937281519174576;0.4917467534542084;0.8260595202445984;0.16979279120763144;0.49438387155532837;0.8457891345024109;-0.028337560904522736;;lateral
0.7;0.5343751311302185;0.3254038095474243;-0.07343122363090515;0.49899810552597046;0.3627137243747711;0.09756284207105637;0.5070481896400452;0.3623851537704468;-0.18461774289608002;0.48924851417541504;0.4665037989616394;0.10565823316574097;0.5004145503044128;0.46989673376083374;-0.21143469214439392;0.47074341773986816;0.5331817269325256;0.09052292257547379;0.47762617468833923;0.534709632396698;-0.09057292342185974;0.4781164228916168;0.679290771484375;0.10174807906150818;0.48259156942367554;0.6840574145317078;-0.06835626810789108;0.5337681949138642;0.30452599227428434;-0.060198250622488556;0.4996721222996712;0.5603594332933426;0.051612673327326775;0.5117908269166946;0.5810598582029343;-0.19215495511889458;0.4916296104590098;0.8302938938140869;0.12159079313278198;0.49430836240450543;0.8458974560101827;-0.0602186011771361;;lateral
0.73;0.5387580394744873;0.33236515522003174;-0.07322634011507034;0.5011752247810364;0.36695048213005066;0.09858006983995438;0.5123661160469055;0.3678423762321472;-0.18625228106975555;0.4892723560333252;0.46960243582725525;0.11165197938680649;0.5034730434417725;0.4745977520942688;-0.21479937434196472;0.4682817757129669;0.5318753719329834;0.09113173931837082;0.47608494758605957;0.5341809391975403;-0.09119822829961777;0.4760969877243042;0.6792649030685425;0.10355912148952484;0.4805890619754791;0.6837539672851562;-0.06782002002000809;0.5387350976467132;0.31177800297737124;-0.059755077795125545;0.49928320199251175;0.5701941400766373;0.06273052468895912;0.5120015442371368;0.5896118581295013;-0.1985710822045803;0.4915764629840851;0.8303592403729757;0.13224859287341437;0.4942937095959981;0.8458139101664225;-0.054636988788843155;;lateral
0.77;0.545137882232666;0.3416956067085266;-0.09563883394002914;0.5038460493087769;0.373271644115448;0.07818993180990219;0.5169547200202942;0.3773276209831238;-0.20477978885173798;0.48960891366004944;0.4772912263870239;0.09076626598834991;0.5054526925086975;0.48913320899009705;-0.23420818150043488;0.4658355414867401;0.5320413708686829;0.09105704724788666;0.4722943902015686;0.535370945930481;-0.09112671762704849;0.475424200296402;0.6803566217422485;0.11321276426315308;0.47814318537712097;0.6837592720985413;-0.05688203126192093;0.5458358287811279;0.3217207998037338;-0.0815285637974739;0.49910689890384674;0.5823772847652435;0.042134350165724754;0.5122871100902557;0.6021220684051514;-0.21355047076940536;0.49233068029085797;0.8325380484263102;0.15192800015211105;0.49425986409187317;0.8462639053662618;-0.025964414856086176;;lateral
0.8;0.5478566288948059;0.3555252254009247;-0.09308324754238129;0.5068222880363464;0.38354799151420593;0.07938773930072784;0.5205435156822205;0.389478474855423;-0.20319482684135437;0.4895724654197693;0.4826391041278839;0.08994287997484207;0.5066142678260803;0.49843767285346985;-0.23326563835144043;0.46244198083877563;0.5380007028579712;0.09119565784931183;0.46718737483024597;0.5434593558311462;-0.09126068651676178;0.47577857971191406;0.6842206120491028;0.11847802251577377;0.4759206175804138;0.6864109635353088;-0.051723845303058624;0.5494326412677765;0.3359027326107025;-0.0793914234265685;0.4973384216427803;0.5855953395366669;0.036003731191158295;0.5098865032196045;0.6054129749536514;-0.19176316633820534;0.49418670932451886;0.8329887986183167;0.1621512472629547;0.4941277305285136;0.8464018702507019;-0.01805911787475149;;lateral
0.83;0.5526313185691833;0.3645365536212921;-0.08767475932836533;0.5084277391433716;0.38857167959213257;0.0800493061542511;0.5244717597961426;0.3969762623310089;-0.2018773853778839;0.4863075315952301;0.48158103227615356;0.09032101929187775;0.5074433088302612;0.5049494504928589;-0.23135435581207275;0.4588898718357086;0.5413745045661926;0.09119497239589691;0.46392035484313965;0.5492461919784546;-0.09126623719930649;0.47279664874076843;0.6850300431251526;0.13270458579063416;0.47363507747650146;0.6873283386230469;-0.038777727633714676;0.5537956476211547;0.34490657448768614;-0.07289276085793972;0.48253724724054337;0.5860716700553894;0.031905227806419134;0.5081421583890915;0.6130546927452087;-0.18999075144529343;0.4940306444962819;0.832541823387146;0.19063920776049295;0.4942368467648824;0.8460069100062052;0.013172969842950502;;lateral
0.87;0.5564060211181641;0.37870416045188904;-0.08751115947961807;0.5110912919044495;0.39588913321495056;0.08057430386543274;0.5275564789772034;0.4077858328819275;-0.20535679161548615;0.4825167655944824;0.48045289516448975;0.09109951555728912;0.5072524547576904;0.5129534006118774;-0.23437541723251343;0.45772239565849304;0.5440865159034729;0.09249847382307053;0.46084579825401306;0.5524899363517761;-0.09256687760353088;0.472667932510376;0.6852415800094604;0.1370936930179596;0.4736042320728302;0.6883609294891357;-0.04096701368689537;0.5577220380306244;0.3598540902137756;-0.07183388462290168;0.46711256355047226;0.5787428617477417;0.03412418533116579;0.507528230547905;0.6244412064552307;-0.1925690956413746;0.49468257029851276;0.8315878510475159;0.20202024281024933;0.494486540555954;0.8474283814430237;0.010060621425509453;;lateral
0.9;0.5589079856872559;0.3924645781517029;-0.08843312412500381;0.5136768221855164;0.40568453073501587;0.07747408002614975;0.5286809802055359;0.41688022017478943;-0.20581619441509247;0.4830437898635864;0.49184802174568176;0.08532372862100601;0.5076876878738403;0.5221248865127563;-0.23347872495651245;0.45589035749435425;0.5464043021202087;0.09246847778558731;0.4589560925960541;0.5542957186698914;-0.09252732992172241;0.4708237051963806;0.686043381690979;0.1453477144241333;0.47412818670272827;0.6927882432937622;-0.02980004996061325;0.5619264245033264;0.3747346669435501;-0.07219183091074229;0.471906416118145;0.5851294100284576;0.02679002331569791;0.5079241842031479;0.634079784154892;-0.19299235194921494;0.49436256289482117;0.8281211256980896;0.2222174604733785;0.49415984749794006;0.8471081058184305;0.031641955176989235;;lateral
0.93;0.5617177486419678;0.4040278196334839;-0.10296548157930374;0.5163698196411133;0.4145476222038269;0.07129903882741928;0.5292171835899353;0.4280144274234772;-0.2163880318403244;0.4866027534008026;0.5013403296470642;0.08337341248989105;0.5096050500869751;0.5312373042106628;-0.24222137033939362;0.45486289262771606;0.5463316440582275;0.09169263392686844;0.45646196603775024;0.553865373134613;-0.09168475866317749;0.4701431095600128;0.6873003840446472;0.1366640031337738;0.4733138680458069;0.6945331692695618;-0.0384230799973011;0.5658906519412994;0.38534103631973265;-0.08659946937114;0.4814651682972908;0.6048312187194824;0.027176280971616507;0.5087496936321259;0.6487881988286972;-0.21150723099708557;0.4964403510093689;0.8284477988878886;0.20470403134822845;0.4949303865432739;0.8472663362820944;0.01186198058227698;;lateral
0.97;0.5644704103469849;0.4184185266494751;-0.09888552129268646;0.519463062286377;0.42262229323387146;0.07235485315322876;0.5326822996139526;0.4375804364681244;-0.21253293752670288;0.4850958585739136;0.498947411775589;0.08234081417322159;0.5106343030929565;0.5415675640106201;-0.23861122131347656;0.4533500075340271;0.5466772317886353;0.09065034240484238;0.45553693175315857;0.5541489124298096;-0.09061799943447113;0.468587189912796;0.6878983974456787;0.1376987248659134;0.47295644879341125;0.6952202916145325;-0.03428110480308533;0.5690247654914856;0.40009363293647765;-0.08307481184601784;0.46145297586917877;0.5906244963407516;0.023717996897175908;0.5090244263410568;0.6595893204212189;-0.20239955931901932;0.4962984124819438;0.8286906878153483;0.21496784190336862;0.49570006132125854;0.8471135298411051;0.03134461104248961;;lateral
1.0;0.5660402774810791;0.4318270981311798;-0.09200155735015869;0.5214072465896606;0.42991170287132263;0.08033478260040283;0.5344719886779785;0.448880672454834;-0.20775620639324188;0.48592278361320496;0.5052913427352905;0.09216485172510147;0.5117770433425903;0.5509685277938843;-0.23375357687473297;0.4518328905105591;0.5462401509284973;0.09065686166286469;0.4536682665348053;0.5532987117767334;-0.09062138199806213;0.46830397844314575;0.6873437762260437;0.14458709955215454;0.4727625548839569;0.6949097514152527;-0.03622063994407654;0.5711007297039032;0.413517501950264;-0.07488844012841582;0.46919581294059753;0.5883392244577408;0.03405667655169964;0.5091557204723358;0.6700019836425781;-0.19347482919692993;0.4958066741625468;0.8274961312611898;0.2270755171775818;0.4959816137949626;0.8455125689506531;0.016411521782477696;;lateral
1.03;0.5660805106163025;0.44423767924308777;-0.07762662321329117;0.5221995711326599;0.4362284541130066;0.08363893628120422;0.534395694732666;0.4599221646785736;-0.19925886392593384;0.48647287487983704;0.5057050585746765;0.0942915827035904;0.5122997164726257;0.5616174936294556;-0.2255771905183792;0.4499303698539734;0.5461615324020386;0.09052322804927826;0.45071911811828613;0.5527995228767395;-0.09045955538749695;0.46770384907722473;0.6848198175430298;0.13719941675662994;0.4711993336677551;0.6923736333847046;-0.05799263343214989;0.5709973633289337;0.42621083855628966;-0.06237983689643443;0.46606888622045517;0.5828524678945541;0.0377217223867774;0.5091952681541443;0.6756943315267563;-0.19001159071922302;0.4957975049813588;0.8276471495628357;0.21753021577994028;0.49764801065127057;0.8453222513198853;-0.029830496447781723;;lateral
1.07;0.5668761134147644;0.4575081765651703;-0.05558928847312927;0.5231494307518005;0.4434064030647278;0.09186423569917679;0.5349392294883728;0.4719335436820984;-0.18163557350635529;0.4845196306705475;0.5031148195266724;0.10384052246809006;0.5118065476417542;0.5734569430351257;-0.20993338525295258;0.449951708316803;0.5452608466148376;0.08909734338521957;0.4487752318382263;0.5523957014083862;-0.08898785710334778;0.4684421718120575;0.6790152788162231;0.10535556077957153;0.469281405210495;0.6871875524520874;-0.07013488560914993;0.5720562219619751;0.43871205747127534;-0.040951110515743495;0.45153582841157913;0.5518633872270584;0.054710760712623596;0.508146658539772;0.6868168711662292;-0.16931243613362312;0.4960421522458394;0.8270337581634521;0.15508574744065604;0.49765367309252423;0.8441227674484253;-0.05414343997836113;;lateral
1.1;0.5681846141815186;0.4722772240638733;-0.05622316151857376;0.5248101353645325;0.4508437514305115;0.09841994196176529;0.5358192324638367;0.47942277789115906;-0.17677350342273712;0.48216038942337036;0.4950915277004242;0.11167876422405243;0.5120331645011902;0.5779894590377808;-0.19560031592845917;0.45011213421821594;0.5440494418144226;0.08807969838380814;0.4484899044036865;0.5523341298103333;-0.08793040364980698;0.4688662886619568;0.6774337887763977;0.08768060058355331;0.4695108234882355;0.6862729787826538;-0.07388094067573547;0.5741837620735168;0.45364407896995546;-0.04059957694262266;0.4532618448138237;0.5463502109050751;0.0552658885717392;0.5078564286231995;0.684244304895401;-0.13545585051178932;0.4965945879618327;0.8287596305211385;0.12129031618436177;0.49745290478070575;0.8442144195238749;-0.064832653850317;;lateral
