segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Unnamed: 43,Etiqueta,Vista,Etiqueta 
0.37,0.5740277767181396,0.2915297448635101,-0.1736610531806945,0.6076725125312805,0.3387362360954284,-0.0687218382954597,0.5499559044837952,0.3403157293796539,-0.0683693662285804,0.6174825429916382,0.4207800924777984,-0.0436089746654033,0.5446003675460815,0.4219141602516174,-0.0446971356868743,0.5969139933586121,0.4966717064380646,-0.002067186404019594,0.5664780735969543,0.4977830052375793,0.0020316315349191427,0.5927024483680725,0.6068591475486755,0.0096937865018844,0.56657874584198,0.6080233454704285,0.0272691491991281,0.5783230125904083,0.2733910501003265,-0.1765822179615497,0.6125930696725845,0.501104474067688,-0.1430607680231332,0.5494144260883331,0.505859412252903,-0.1265721321105957,0.586864153544108,0.7132688363393148,0.1471008410056432,0.5717495282491049,0.7102336287498474,0.1564835260311762,,acercandose,frontal,
0.4,0.574073851108551,0.2915647327899933,-0.1845282018184662,0.6077383756637573,0.3385747075080871,-0.0764320567250251,0.5500348210334778,0.3403081595897674,-0.0772913470864296,0.6174702644348145,0.4207281172275543,-0.0493025295436382,0.5448586940765381,0.4219175279140472,-0.0488650947809219,0.5969118475914001,0.4966742098331451,-0.002163272351026535,0.566473126411438,0.4978126883506775,0.002126081380993128,0.5926982760429382,0.6066251993179321,0.0108847850933671,0.5665901899337769,0.6080342531204224,0.0275241155177354,0.5783664584159851,0.273441743850708,-0.1874783962965011,0.6107882559299469,0.5015526935458183,-0.147823303937912,0.5489200204610825,0.5059019848704338,-0.1311684381216764,0.5867726802825928,0.7134679555892944,0.1490896642208099,0.5716267625490824,0.710247814655304,0.1582187389334043,,acercandose,frontal,
0.43,0.5741866827011108,0.2915704846382141,-0.1834527850151062,0.6077262759208679,0.3383865356445312,-0.0753932818770408,0.550057590007782,0.3403054475784302,-0.0765602067112922,0.6171149015426636,0.4206918478012085,-0.0480329506099224,0.545012891292572,0.4219249486923218,-0.0476648733019828,0.5968025922775269,0.4965837597846985,-0.002481569768860936,0.5664170384407043,0.4978027045726776,0.0024465874303132296,0.5926845669746399,0.6063259840011597,0.0101780239492654,0.5665935277938843,0.6080265045166016,0.0279129203408956,0.5784534871578216,0.2734525799751282,-0.1864421188831329,0.6097161173820496,0.5017041116952896,-0.1474601402878761,0.5486458390951157,0.5059464946389198,-0.1296601109206676,0.5866920550664266,0.7137362559636434,0.1437033091982205,0.5714872280756632,0.710344672203064,0.1570301353931427,,acercandose,frontal,
0.47,0.5742030739784241,0.2916119396686554,-0.1806831210851669,0.6077202558517456,0.338288277387619,-0.0747803449630737,0.5500689744949341,0.3403010666370392,-0.0741388276219368,0.6167848706245422,0.4206574857234955,-0.047328058630228,0.5450284481048584,0.4218697249889374,-0.0457636266946792,0.5967645645141602,0.4965455234050751,-0.0026815468445420265,0.5664058923721313,0.4978212416172027,0.0026491039898246527,0.5926623940467834,0.6062230467796326,0.0101400297135114,0.5665948390960693,0.6081087589263916,0.0281363260000944,0.5784648895263672,0.2735540628433227,-0.1834360897541046,0.609265923500061,0.5016548782587051,-0.1468975096940994,0.5484068989753723,0.5059827119112015,-0.1280057970434427,0.5865899920463562,0.7139581441879272,0.1441028590003649,0.571338931719462,0.710469921429952,0.1566728924711545,,acercandose,frontal,
0.5,0.5742216110229492,0.2916471064090729,-0.1774286180734634,0.6077145934104919,0.3382175266742706,-0.0725312381982803,0.5500648617744446,0.3403011262416839,-0.0717780441045761,0.6164844632148743,0.4206282496452331,-0.0471677929162979,0.5450348258018494,0.4218455553054809,-0.0442264378070831,0.5966912508010864,0.4965398609638214,-0.0028106498066335917,0.5663210153579712,0.4978368580341339,0.0027803138364106417,0.5926267504692078,0.606217086315155,0.0097619835287332,0.5665942430496216,0.6082820892333984,0.0278951693326234,0.5784772992134094,0.2736456423997879,-0.1799331068992614,0.6091279834508896,0.5017105415463448,-0.1465823464095592,0.5482282340526581,0.505931094288826,-0.1266262214630842,0.5865540703137716,0.7140961289405823,0.1428321674466133,0.5712171395619711,0.7105774879455566,0.154236281911532,,acercandose,frontal,
0.53,0.5742371678352356,0.2916532158851623,-0.1705345809459686,0.6076975464820862,0.3381811380386352,-0.0669155940413475,0.5500648617744446,0.3402897119522095,-0.0662745013833046,0.6162405014038086,0.4206047654151916,-0.0447289496660232,0.5450106859207153,0.4218035638332367,-0.0407501608133316,0.5965903401374817,0.4965513944625854,-0.0029629927594214678,0.5662186145782471,0.4978451430797577,0.0029353012796491385,0.5925914645195007,0.606389582157135,0.0075260908342897,0.566591739654541,0.6084722280502319,0.0276120714843273,0.5784926354885102,0.2736545920372009,-0.1726481422781944,0.6090880185365677,0.5017143189907074,-0.1458303779363632,0.5481575429439545,0.5058827847242355,-0.1240753419697284,0.5865287979443868,0.71415642897288,0.1410492931803067,0.5711264212926229,0.7106073101361593,0.1536421800653139,,acercandose,frontal,
0.57,0.574252188205719,0.2916536629199981,-0.1707787960767746,0.6076959371566772,0.3381740748882293,-0.066536821424961,0.5500636100769043,0.3402429521083832,-0.0663164854049682,0.6160597801208496,0.4206337034702301,-0.0438539311289787,0.5449482798576355,0.4217300713062286,-0.0411189496517181,0.5965235829353333,0.4966931045055389,-0.003048947313800454,0.566116213798523,0.4978858530521393,0.003022237215191126,0.5925685167312622,0.6066335439682007,0.0079554123803973,0.5665678977966309,0.6085595488548279,0.0278457291424274,0.5785133183002472,0.273641750216484,-0.1727981641888618,0.6089314371347427,0.5019631609320641,-0.1445993110537529,0.5481499582529068,0.5058849006891251,-0.1245990172028541,0.5865080753962199,0.7142148812611898,0.1440190722544988,0.5708558956782023,0.710623582204183,0.1546887805064519,,acercandose,frontal,
0.6,0.5742568373680115,0.2915904223918915,-0.1694141030311584,0.6076778173446655,0.3381719291210174,-0.065776526927948,0.5500622987747192,0.3401718735694885,-0.06540197879076,0.6158642172813416,0.4206635355949402,-0.0415573641657829,0.5448262095451355,0.4216554462909698,-0.0403931401669979,0.596440851688385,0.4968747496604919,-0.0031033307313919067,0.5659562945365906,0.4979354739189148,0.0030762639362365007,0.5925436019897461,0.6068686842918396,0.0083230631425976,0.5665456652641296,0.6087151765823364,0.0279393848031759,0.578525710105896,0.2735870540142059,-0.1713019371032715,0.6089546233415604,0.5022914260625839,-0.1394204124808311,0.5481153875589371,0.5058681517839432,-0.1235053278505802,0.5865042606989542,0.714245080947876,0.1451734999815623,0.5706425507863363,0.7106758952140808,0.1556197752555211,,acercandose,frontal,
0.63,0.5743023753166199,0.2915195822715759,-0.168007880449295,0.6076626181602478,0.3381739854812622,-0.0637332797050476,0.5500628352165222,0.3400725126266479,-0.0648222789168357,0.6157764196395874,0.4207017719745636,-0.0393537133932113,0.5447273254394531,0.4215999841690063,-0.0405645072460174,0.5963297486305237,0.4970976412296295,-0.0030891261994838715,0.565794825553894,0.4980602562427521,0.0030617443844676018,0.5925288796424866,0.6069804430007935,0.0081105101853609,0.566536545753479,0.6087616086006165,0.0275189969688653,0.5786058843135834,0.2734932780265808,-0.1695985190570354,0.6091608852148056,0.5024799183011055,-0.1379523612558841,0.5481056720018387,0.5058692693710327,-0.1237368062138557,0.5864889025688171,0.7142442663510641,0.1458217377463976,0.5705031752586365,0.7107551495234171,0.1556738043824831,,acercandose,frontal,
0.67,0.5743092894554138,0.2913370728492737,-0.1679441630840301,0.6076386570930481,0.3381854295730591,-0.062942624092102,0.550057590007782,0.3400406241416931,-0.0649836808443069,0.6157904863357544,0.4209543466567993,-0.0364717282354831,0.5446663498878479,0.4215488731861114,-0.0407696366310119,0.5962214469909668,0.4973429441452026,-0.0028499355539679527,0.565610408782959,0.4981629550457001,0.002820194000378251,0.5924957990646362,0.6071726083755493,0.0079817846417427,0.5664448738098145,0.6088393926620483,0.0261608008295297,0.57864710688591,0.2733061164617538,-0.1693643808364868,0.610056921839714,0.5029773786664009,-0.1329003311693668,0.5481264591217041,0.505874752998352,-0.1235520094633102,0.586487611134847,0.7142440676689148,0.1467318286498387,0.5703936815261841,0.7108285228411356,0.1555585786700248,,acercandose,frontal,
0.7,0.57436203956604,0.2911395132541656,-0.1673983484506607,0.6076195240020752,0.3382164537906647,-0.06174261495471,0.5500813722610474,0.3399616181850433,-0.0646703168749809,0.615805983543396,0.4212448000907898,-0.0345808528363704,0.5446067452430725,0.4215055704116821,-0.0410231463611125,0.5961859822273254,0.4974887669086456,-0.002659667981788516,0.5655450820922852,0.4982222616672516,0.002629026770591736,0.5924760699272156,0.6071888208389282,0.0074671586044132,0.5663534998893738,0.6088460087776184,0.0250831041485071,0.5787639081478119,0.2731379479169845,-0.1686379075050354,0.6107156723737717,0.5036290511488914,-0.1305582635104656,0.5481407195329666,0.5059512257575989,-0.1238480228930711,0.5864745378494263,0.7142550547917684,0.1470421552658081,0.5702932476997375,0.7109244267145792,0.1547754928469658,,acercandose,frontal,
0.73,0.5744485855102539,0.2910674214363098,-0.1683422327041626,0.607618510723114,0.3382602632045746,-0.0620568506419658,0.5501240491867065,0.3398410677909851,-0.0652449280023574,0.6158175468444824,0.4214075207710266,-0.0348128862679004,0.5445742011070251,0.4213835299015045,-0.0412533469498157,0.5961348414421082,0.4975022077560425,-0.0022107157856225967,0.5654870271682739,0.4982333481311798,0.0021759618539363146,0.592433512210846,0.607199490070343,0.0070327441208064,0.5663335919380188,0.6088410019874573,0.0231368318200111,0.5789033830165863,0.2730665564537048,-0.1696696132421493,0.6118597537279129,0.5037027448415756,-0.1313743144273758,0.5481566041707993,0.5060967803001404,-0.1238857619464397,0.5864659945170084,0.7142742474873861,0.1458871041735013,0.5701860388120016,0.7110387881596884,0.1515380914012591,,acercandose,frontal,
0.77,0.5746209025382996,0.2909166514873504,-0.1705337911844253,0.607643187046051,0.33830726146698,-0.0623582042753696,0.5502626895904541,0.3396377861499786,-0.0682478845119476,0.6158782839775085,0.4215197563171386,-0.0354091115295887,0.5445593595504761,0.421303927898407,-0.04391361027956,0.5960970520973206,0.4973455667495727,-0.00142794125713408,0.5654668807983398,0.4980460405349731,0.00138568552210927,0.5923465490341187,0.6070272922515869,0.007249214220792,0.5663267970085144,0.608366072177887,0.0207910742610692,0.5790969014167786,0.2729479491710663,-0.1715915523469448,0.6131787300109863,0.5036431476473808,-0.1317447461187839,0.548160970211029,0.5062553063035011,-0.1241494882851839,0.5864359140396118,0.7143173813819885,0.1423291067282358,0.5700729489326477,0.711209217707316,0.1458212758104006,,acercandose,frontal,
0.8,0.5748810172080994,0.2906769514083862,-0.1695965528488159,0.6077274084091187,0.3383439183235168,-0.061628084629774,0.5504475235939026,0.3394618630409241,-0.0677050724625587,0.6161449551582336,0.4215203523635864,-0.035489123314619,0.5445528626441956,0.4211006164550781,-0.04377943277359,0.5960912704467773,0.4971176385879516,-0.0009906645864248276,0.565467894077301,0.497626930475235,0.0009456587140448391,0.5922026634216309,0.6068428158760071,0.0063420105725526,0.5663257837295532,0.6075642704963684,0.0185751356184482,0.5794320642948151,0.2727580428123474,-0.1705050304532051,0.6142401844263077,0.5029474794864655,-0.1359602380543947,0.5481695830821991,0.5064311027526855,-0.1228193417191505,0.5863983233769735,0.7143628597259521,0.1365623970826467,0.5699617862701416,0.7113548318545023,0.139369656642278,,acercandose,frontal,
0.83,0.5753512978553772,0.2905957400798797,-0.1757283955812454,0.60801100730896,0.3383432030677795,-0.0646452158689498,0.550790548324585,0.3390719294548034,-0.0726634114980697,0.6163787245750427,0.4216164052486419,-0.0375145971775054,0.5445653796195984,0.4209169447422027,-0.0480523630976676,0.5960467457771301,0.496497631072998,-0.0006123787607066333,0.5654668807983398,0.4965453743934631,0.0005608700448647141,0.5920728445053101,0.6067019104957581,0.006173965986818,0.5663043856620789,0.6066715717315674,0.0162931643426418,0.5799050033092499,0.2725977599620819,-0.1768837787210941,0.6150188148021698,0.5027797445654869,-0.1362438518553972,0.5482003688812256,0.5068444535136223,-0.1252394597977399,0.5863540569941202,0.714443584283193,0.1342807511488596,0.5698036352793375,0.7114225427309672,0.137905570367972,,acercandose,frontal,
0.87,0.575873851776123,0.2902723848819732,-0.1828534603118896,0.6084643602371216,0.3383429646492004,-0.0698498860001564,0.5512669682502747,0.3387110829353332,-0.0796388313174247,0.6167362928390503,0.4219347834587097,-0.0375810265541076,0.5446060299873352,0.4206760227680206,-0.0535784997045993,0.5960434079170227,0.4953011870384216,0.00029426280525512993,0.5655010938644409,0.4949738085269928,-0.00035613117506727576,0.592030942440033,0.6062051057815552,0.0061166398227214,0.5662973523139954,0.6056554913520813,0.0121746882796287,0.5803797781467438,0.2723506510257721,-0.1843332290649414,0.6159042567014694,0.5027728378772736,-0.1287449952214956,0.5482143610715866,0.5071569383144379,-0.1285763029009103,0.5863139033317566,0.7145067453384399,0.1309890548388163,0.5696238279342651,0.7115291158358256,0.1313177223006884,,acercandose,frontal,
0.9,0.5764431953430176,0.2902700006961822,-0.1858596205711364,0.6090531349182129,0.3383156359195709,-0.0726265981793403,0.5518270134925842,0.3385306596755981,-0.0812153816223144,0.6170584559440613,0.4220876395702362,-0.0401875376701355,0.5447911024093628,0.4205751121044159,-0.0549814291298389,0.5960609912872314,0.4946194887161255,0.0005708041717298329,0.5656289458274841,0.4941679835319519,-0.0006345599540509284,0.5920084714889526,0.6054762601852417,0.0077580343931913,0.566291093826294,0.6049337983131409,0.014384064823389,0.5808914363384247,0.2723555356264114,-0.1876125320792198,0.616423487663269,0.502579353749752,-0.1294147931039333,0.5482271760702133,0.5072274804115295,-0.1310824658721685,0.5862799088160197,0.7144519289334615,0.1340652753909429,0.5694732069969177,0.7115433017412821,0.1358816176652908,,acercandose,frontal,
0.93,0.5770779252052307,0.2904933393001556,-0.1955427527427673,0.6098814010620117,0.3383148312568664,-0.0773995444178581,0.5524216294288635,0.3384863138198852,-0.0884933546185493,0.6175439953804016,0.422437846660614,-0.0425572805106639,0.5451796650886536,0.4205093383789062,-0.0615619085729122,0.5963059663772583,0.4943002164363861,0.001743636792525649,0.5660942196846008,0.4940373599529266,-0.001807267195545137,0.5920061469078064,0.6051255464553833,0.0077354619279503,0.5662897825241089,0.6050246357917786,0.0110046071931719,0.5815106689929962,0.2725402235984802,-0.1976002380251884,0.6169451475143433,0.5025823190808296,-0.1303589846938848,0.5482507795095444,0.507215641438961,-0.1381932348012924,0.5862724184989929,0.7143308321634928,0.1349722320834795,0.5693962574005127,0.7115535537401835,0.132553959886233,,acercandose,frontal,
0.97,0.5777062177658081,0.291366696357727,-0.2054187059402465,0.6108332872390747,0.3383165597915649,-0.0877042636275291,0.5532337427139282,0.3384195864200592,-0.0955318883061409,0.6184455156326294,0.422793298959732,-0.0485091134905815,0.5456534624099731,0.4204815626144409,-0.0651745572686195,0.5968311429023743,0.494143933057785,0.0017321751220151782,0.5665440559387207,0.4939997494220733,-0.0017940064426511526,0.5920950770378113,0.6048195362091064,0.0084654912352561,0.5663703083992004,0.6050796508789062,0.0128344781696796,0.58211590051651,0.273437026143074,-0.2086318239569664,0.6175278276205063,0.5034771040081978,-0.1310825049877166,0.548091396689415,0.5071983337402344,-0.1410967726260423,0.5863403081893921,0.7141056855519613,0.1342269405722618,0.5693793694178263,0.7115791042645773,0.1322046741843223,,acercandose,frontal,
1.0,0.5782483220100403,0.2927775084972381,-0.234230026602745,0.6115443110466003,0.3384020924568176,-0.1139040067791938,0.5538890957832336,0.3383672833442688,-0.1181566342711448,0.6193566918373108,0.4233006238937378,-0.0735691711306572,0.5461472868919373,0.4204770922660827,-0.0851662307977676,0.5972790122032166,0.4938073754310608,0.0016349637880921364,0.566787838935852,0.493223488330841,-0.0016946438699960709,0.5924544930458069,0.6037511825561523,0.0128451250493526,0.5665332674980164,0.6033456921577454,0.0163524392992258,0.5825845658779144,0.2747839480638504,-0.2386016562581062,0.6180187910795212,0.5052345842123032,-0.1524332165718078,0.5480780005455017,0.5073011666536331,-0.1610541529953479,0.5863846937815348,0.7138969699541727,0.1348468114932378,0.5692577163378397,0.7114311854044596,0.1343282659848531,,acercandose,frontal,
1.03,0.57868891954422,0.2941628098487854,-0.2407995760440826,0.6123098731040955,0.3384041488170624,-0.1183638572692871,0.554593026638031,0.3382407128810882,-0.1237040162086486,0.6199803352355957,0.4236798286437988,-0.076473668217659,0.5469855666160583,0.4204832911491394,-0.0906197652220726,0.5974206924438477,0.4933825433254242,0.0016065535601228476,0.5668298006057739,0.49204882979393,-0.0016679656691849232,0.5927102565765381,0.6036578416824341,0.0125409103929996,0.5665667057037354,0.6026004552841187,0.0150955589488148,0.5830982863903046,0.2760615795850754,-0.2457211509346962,0.618440642952919,0.5063107088208199,-0.1550376489758491,0.5481451153755188,0.5075107887387276,-0.1670161969959736,0.5863980253537496,0.7137671709060669,0.1354318757851918,0.5691705147425333,0.7110739350318909,0.134957897166411,,acercandose,frontal,
1.07,0.5793799161911011,0.2951634228229522,-0.2579373717308044,0.6127731800079346,0.3384052813053131,-0.131253957748413,0.5550236105918884,0.3381020724773407,-0.1373067051172256,0.6203591823577881,0.4237719774246216,-0.0901974067091941,0.5477942824363708,0.420493870973587,-0.10359438508749,0.5976948738098145,0.4925621747970581,0.0015514249680563807,0.5669927597045898,0.4909807741641998,-0.001612461288459599,0.592734694480896,0.6035627126693726,0.0089185815304517,0.5666034817695618,0.6024606823921204,0.012696131132543,0.5838412404060364,0.2770540416240692,-0.2633010417222977,0.6186152994632721,0.5066273510456085,-0.1714333370327949,0.5483310222625732,0.5074942409992218,-0.1832370199263095,0.5865233739217123,0.7135828336079916,0.1374033813675244,0.5693824887275696,0.7099241216977438,0.1415554707249005,,acercandose,frontal,
